,timeGame,team1Name,team1Score,team1Odds,team2Name,team2Score,team2Odds
378,20:10,Arizona Diamondbacks,5,2.37,New York Mets,2,1.63
379,19:20,Atlanta Braves,7,1.63,Miami Marlins,9,2.37
380,18:40,Detroit Tigers,2,1.85,Colorado Rockies,3,2.01
381,18:10,Tampa Bay Rays,3,1.68,Boston Red Sox,2,2.29
382,16:10,Cincinnati Reds,0,1.84,St.Louis Cardinals,5,2.03
383,16:10,Houston Astros,2,2.13,Toronto Blue Jays,3,1.78
384,16:07,Oakland Athletics,0,1.68,Texas Rangers,2,2.28
385,16:05,Minnesota Twins,9,1.67,Chicago White Sox,2,2.30
386,16:05,Philadelphia Phillies,3,1.70,Milwaukee Brewers,5,2.25
387,14:20,Chicago Cubs,21,1.58,Pittsburgh Pirates,0,2.48
388,13:10,Detroit Tigers,13,1.71,Colorado Rockies,0,2.21
389,13:05,New York Yankees,5,1.52,Cleveland Guardians,4,2.65
390,13:05,Washington Nationals,2,2.49,San Francisco Giants,5,1.58
391,21:40,Arizona Diamondbacks,5,2.08,New York Mets,6,1.80
392,21:40,Oakland Athletics,1,2.17,Texas Rangers,8,1.74
393,21:40,San Diego Padres,1,2.30,Los Angeles Dodgers,6,1.66
394,21:40,Seattle Mariners,4,1.75,Kansas City Royals,1,2.15
395,21:38,Los Angeles Angels,3,1.52,Baltimore Orioles,5,2.68
396,19:40,Minnesota Twins,5,1.52,Detroit Tigers,0,2.65
397,19:20,Atlanta Braves,3,1.50,Chicago Cubs,6,2.72
398,19:07,Toronto Blue Jays,1,1.80,Boston Red Sox,7,2.08
399,19:05,New York Yankees,5,1.39,Baltimore Orioles,2,3.16
400,19:05,Washington Nationals,1,2.26,Miami Marlins,2,1.69
401,18:45,Philadelphia Phillies,7,1.48,Colorado Rockies,3,2.77
402,18:40,Cincinnati Reds,5,2.44,San Diego Padres,8,1.60
403,18:40,Tampa Bay Rays,3,1.69,Seattle Mariners,2,2.26
404,18:35,Pittsburgh Pirates,1,2.48,Milwaukee Brewers,3,1.58
405,15:40,Arizona Diamondbacks,3,2.62,Los Angeles Dodgers,1,1.53
406,14:10,Chicago White Sox,7,1.53,Kansas City Royals,3,2.62
407,13:15,St.Louis Cardinals,10,2.01,New York Mets,5,1.86
408,21:45,San Francisco Giants,8,1.39,Oakland Athletics,2,3.18
409,21:40,Arizona Diamondbacks,5,2.90,Los Angeles Dodgers,3,1.45
410,21:38,Los Angeles Angels,4,1.59,Cleveland Guardians,1,2.46
411,20:05,Texas Rangers,1,1.97,Houston Astros,5,1.89
412,19:45,St.Louis Cardinals,0,2.07,New York Mets,3,1.81
413,19:40,Minnesota Twins,5,1.67,Detroit Tigers,4,2.29
414,19:20,Atlanta Braves,3,1.56,Chicago Cubs,1,2.55
415,19:10,Chicago White Sox,0,1.63,Kansas City Royals,6,2.39
416,19:40,Minnesota Twins,5,1.52,Detroit Tigers,0,2.65
417,19:20,Atlanta Braves,3,1.50,Chicago Cubs,6,2.72
418,19:07,Toronto Blue Jays,1,1.80,Boston Red Sox,7,2.08
419,19:05,New York Yankees,5,1.39,Baltimore Orioles,2,3.16
420,19:05,Washington Nationals,1,2.26,Miami Marlins,2,1.69
421,18:45,Philadelphia Phillies,7,1.48,Colorado Rockies,3,2.77
422,18:40,Cincinnati Reds,5,2.44,San Diego Padres,8,1.60
423,18:40,Tampa Bay Rays,3,1.69,Seattle Mariners,2,2.26
424,18:35,Pittsburgh Pirates,1,2.48,Milwaukee Brewers,3,1.58
425,15:40,Arizona Diamondbacks,3,2.62,Los Angeles Dodgers,1,1.53
426,14:10,Chicago White Sox,7,1.53,Kansas City Royals,3,2.62
427,13:15,St.Louis Cardinals,10,2.01,New York Mets,5,1.86
428,21:45,San Francisco Giants,8,1.39,Oakland Athletics,2,3.18
429,21:40,Arizona Diamondbacks,5,2.90,Los Angeles Dodgers,3,1.45
430,21:38,Los Angeles Angels,4,1.59,Cleveland Guardians,1,2.46
431,20:05,Texas Rangers,1,1.97,Houston Astros,5,1.89
432,19:45,St.Louis Cardinals,0,2.07,New York Mets,3,1.81
433,19:40,Minnesota Twins,5,1.67,Detroit Tigers,4,2.29
434,19:20,Atlanta Braves,3,1.56,Chicago Cubs,1,2.55
435,19:10,Chicago White Sox,0,1.63,Kansas City Royals,6,2.39
436,13:37,Toronto Blue Jays,3,1.58,Houston Astros,2,2.51
437,13:35,Pittsburgh Pirates,2,2.54,San Diego Padres,5,1.56
438,13:10,Tampa Bay Rays,3,1.77,Minnesota Twins,9,2.14
439,13:05,Baltimore Orioles,9,2.22,Boston Red Sox,5,1.71
440,22:10,Los Angeles Dodgers,1,1.28,Detroit Tigers,5,3.95
441,20:10,Colorado Rockies,4,1.69,Cincinnati Reds,3,2.27
442,19:10,Kansas City Royals,0,2.96,New York Yankees,3,1.44
443,19:10,Milwaukee Brewers,9,1.60,Chicago Cubs,1,2.43
444,19:10,New York Mets,1,1.75,Philadelphia Phillies,4,2.16
445,19:05,Baltimore Orioles,2,2.61,Boston Red Sox,1,1.53
446,19:05,Texas Rangers,3,2.02,Atlanta Braves,1,1.86
447,18:35,Pittsburgh Pirates,7,2.41,San Diego Padres,6,1.61
448,18:10,Miami Marlins,3,1.88,Seattle Mariners,1,1.99
449,16:10,Tampa Bay Rays,1,1.47,Minnesota Twins,9,2.80
450,16:07,Oakland Athletics,1,2.33,Cleveland Guardians,3,1.65
451,16:05,Chicago White Sox,4,1.83,Los Angeles Angels,0,2.04
452,16:05,San Francisco Giants,9,1.43,Washington Nationals,3,2.97
453,15:07,Toronto Blue Jays,2,1.66,Houston Astros,1,2.34
454,14:15,St.Louis Cardinals,0,1.63,Arizona Diamondbacks,2,2.38
455,22:15,San Francisco Giants,4,1.45,Washington Nationals,14,2.89
456,13:37,Toronto Blue Jays,3,1.58,Houston Astros,2,2.51
457,13:35,Pittsburgh Pirates,2,2.54,San Diego Padres,5,1.56
458,13:10,Tampa Bay Rays,3,1.77,Minnesota Twins,9,2.14
459,13:05,Baltimore Orioles,9,2.22,Boston Red Sox,5,1.71
460,22:10,Los Angeles Dodgers,1,1.28,Detroit Tigers,5,3.95
461,20:10,Colorado Rockies,4,1.69,Cincinnati Reds,3,2.27
462,19:10,Kansas City Royals,0,2.96,New York Yankees,3,1.44
463,19:10,Milwaukee Brewers,9,1.60,Chicago Cubs,1,2.43
464,19:10,New York Mets,1,1.75,Philadelphia Phillies,4,2.16
465,19:05,Baltimore Orioles,2,2.61,Boston Red Sox,1,1.53
466,19:05,Texas Rangers,3,2.02,Atlanta Braves,1,1.86
467,18:35,Pittsburgh Pirates,7,2.41,San Diego Padres,6,1.61
468,18:10,Miami Marlins,3,1.88,Seattle Mariners,1,1.99
469,16:10,Tampa Bay Rays,1,1.47,Minnesota Twins,9,2.80
470,16:07,Oakland Athletics,1,2.33,Cleveland Guardians,3,1.65
471,16:05,Chicago White Sox,4,1.83,Los Angeles Angels,0,2.04
472,16:05,San Francisco Giants,9,1.43,Washington Nationals,3,2.97
473,15:07,Toronto Blue Jays,2,1.66,Houston Astros,1,2.34
474,14:15,St.Louis Cardinals,0,1.63,Arizona Diamondbacks,2,2.38
475,22:15,San Francisco Giants,4,1.45,Washington Nationals,14,2.89
476,22:10,Los Angeles Dodgers,9,1.57,San Francisco Giants,1,2.50
477,20:40,Colorado Rockies,5,1.66,Washington Nationals,2,2.31
478,19:40,Chicago Cubs,3,2.23,Chicago White Sox,4,1.71
479,19:40,Milwaukee Brewers,18,1.34,Cincinnati Reds,4,3.45
480,19:10,Boston Red Sox,5,1.79,Los Angeles Angels,10,2.12
481,19:07,Toronto Blue Jays,2,2.32,New York Yankees,1,1.65
482,19:05,Baltimore Orioles,9,2.22,Minnesota Twins,4,1.71
483,18:45,Philadelphia Phillies,1,1.53,Texas Rangers,2,2.61
484,16:30,Detroit Tigers,2,1.71,Pittsburgh Pirates,7,2.17
485,16:10,Cleveland Guardians,6,2.20,San Diego Padres,5,1.68
486,15:37,Oakland Athletics,0,2.11,Tampa Bay Rays,3,1.79
487,14:10,Houston Astros,7,1.44,Seattle Mariners,2,2.97
488,13:10,Cleveland Guardians,4,2.18,San Diego Padres,5,1.73
489,13:10,Detroit Tigers,3,1.63,Pittsburgh Pirates,2,2.35
490,13:10,Kansas City Royals,0,2.24,St.Louis Cardinals,10,1.71
491,13:10,New York Mets,2,1.75,Atlanta Braves,9,2.17
492,12:40,Miami Marlins,7,1.59,Arizona Diamondbacks,8,2.46
493,22:10,Los Angeles Dodgers,3,1.70,San Francisco Giants,1,2.23
494,21:40,Oakland Athletics,7,2.09,Tampa Bay Rays,10,1.79
495,20:40,Colorado Rockies,2,1.68,Washington Nationals,10,2.28
496,22:10,Los Angeles Dodgers,9,1.57,San Francisco Giants,1,2.50
497,20:40,Colorado Rockies,5,1.66,Washington Nationals,2,2.31
498,19:40,Chicago Cubs,3,2.23,Chicago White Sox,4,1.71
499,19:40,Milwaukee Brewers,18,1.34,Cincinnati Reds,4,3.45
500,19:10,Boston Red Sox,5,1.79,Los Angeles Angels,10,2.12
501,19:07,Toronto Blue Jays,2,2.32,New York Yankees,1,1.65
502,19:05,Baltimore Orioles,9,2.22,Minnesota Twins,4,1.71
503,18:45,Philadelphia Phillies,1,1.53,Texas Rangers,2,2.61
504,16:30,Detroit Tigers,2,1.71,Pittsburgh Pirates,7,2.17
505,16:10,Cleveland Guardians,6,2.20,San Diego Padres,5,1.68
506,15:37,Oakland Athletics,0,2.11,Tampa Bay Rays,3,1.79
507,14:10,Houston Astros,7,1.44,Seattle Mariners,2,2.97
508,13:10,Cleveland Guardians,4,2.18,San Diego Padres,5,1.73
509,13:10,Detroit Tigers,3,1.63,Pittsburgh Pirates,2,2.35
510,13:10,Kansas City Royals,0,2.24,St.Louis Cardinals,10,1.71
511,13:10,New York Mets,2,1.75,Atlanta Braves,9,2.17
512,12:40,Miami Marlins,7,1.59,Arizona Diamondbacks,8,2.46
513,22:10,Los Angeles Dodgers,3,1.70,San Francisco Giants,1,2.23
514,21:40,Oakland Athletics,7,2.09,Tampa Bay Rays,10,1.79
515,20:40,Colorado Rockies,2,1.68,Washington Nationals,10,2.28
516,16:35,New York Yankees,2,1.51,Texas Rangers,4,2.68
517,16:10,Arizona Diamondbacks,4,1.65,Colorado Rockies,0,2.37
518,16:10,San Diego Padres,3,1.64,Miami Marlins,2,2.36
519,16:10,Seattle Mariners,2,1.87,Tampa Bay Rays,1,2.00
520,16:07,Los Angeles Angels,5,1.48,Washington Nationals,4,2.78
521,16:05,San Francisco Giants,4,1.74,St.Louis Cardinals,3,2.18
522,15:35,Philadelphia Phillies,1,2.29,New York Mets,6,1.66
523,14:10,Houston Astros,5,1.54,Detroit Tigers,0,2.59
524,14:10,Minnesota Twins,4,1.64,Oakland Athletics,3,2.36
525,13:40,Cincinnati Reds,7,1.71,Pittsburgh Pirates,3,2.22
526,13:40,Cleveland Guardians,4,2.71,Toronto Blue Jays,3,1.50
527,13:35,Atlanta Braves,9,1.71,Milwaukee Brewers,2,2.22
528,13:35,Baltimore Orioles,4,1.90,Kansas City Royals,6,1.96
529,13:35,New York Yankees,2,1.43,Texas Rangers,1,2.97
530,12:35,Philadelphia Phillies,3,2.33,New York Mets,2,1.65
531,11:35,Boston Red Sox,2,1.58,Chicago White Sox,3,2.48
532,21:10,Seattle Mariners,2,2.16,Tampa Bay Rays,8,1.74
533,21:07,Los Angeles Angels,3,1.61,Washington Nationals,7,2.42
534,20:40,San Diego Padres,0,1.83,Miami Marlins,8,2.04
535,20:10,Arizona Diamondbacks,1,1.80,Colorado Rockies,4,2.08
536,16:35,New York Yankees,2,1.51,Texas Rangers,4,2.68
537,16:10,Arizona Diamondbacks,4,1.65,Colorado Rockies,0,2.37
538,16:10,San Diego Padres,3,1.64,Miami Marlins,2,2.36
539,16:10,Seattle Mariners,2,1.87,Tampa Bay Rays,1,2.00
540,16:07,Los Angeles Angels,5,1.48,Washington Nationals,4,2.78
541,16:05,San Francisco Giants,4,1.74,St.Louis Cardinals,3,2.18
542,15:35,Philadelphia Phillies,1,2.29,New York Mets,6,1.66
543,14:10,Houston Astros,5,1.54,Detroit Tigers,0,2.59
544,14:10,Minnesota Twins,4,1.64,Oakland Athletics,3,2.36
545,13:40,Cincinnati Reds,7,1.71,Pittsburgh Pirates,3,2.22
546,13:40,Cleveland Guardians,4,2.71,Toronto Blue Jays,3,1.50
547,13:35,Atlanta Braves,9,1.71,Milwaukee Brewers,2,2.22
548,13:35,Baltimore Orioles,4,1.90,Kansas City Royals,6,1.96
549,13:35,New York Yankees,2,1.43,Texas Rangers,1,2.97
550,12:35,Philadelphia Phillies,3,2.33,New York Mets,2,1.65
551,11:35,Boston Red Sox,2,1.58,Chicago White Sox,3,2.48
552,21:10,Seattle Mariners,2,2.16,Tampa Bay Rays,8,1.74
553,21:07,Los Angeles Angels,3,1.61,Washington Nationals,7,2.42
554,20:40,San Diego Padres,0,1.83,Miami Marlins,8,2.04
555,20:10,Arizona Diamondbacks,1,1.80,Colorado Rockies,4,2.08
556,20:10,Chicago White Sox,7,1.68,New York Yankees,15,2.26
557,20:05,Texas Rangers,3,1.70,Kansas City Royals,1,2.25
558,18:35,Pittsburgh Pirates,0,1.74,Cincinnati Reds,4,2.18
559,15:10,Minnesota Twins,0,2.17,Houston Astros,5,1.73
560,13:15,St.Louis Cardinals,2,1.50,Baltimore Orioles,3,2.73
561,13:10,Detroit Tigers,3,1.84,Oakland Athletics,5,2.04
562,13:10,Minnesota Twins,3,2.20,Houston Astros,11,1.77
563,13:05,Washington Nationals,1,2.34,New York Mets,4,1.65
564,20:05,Texas Rangers,2,1.75,Kansas City Royals,8,2.17
565,19:45,St.Louis Cardinals,10,1.45,Baltimore Orioles,1,2.91
566,19:20,Atlanta Braves,5,1.88,Boston Red Sox,3,1.99
567,19:10,Detroit Tigers,0,1.77,Oakland Athletics,9,2.14
568,19:07,Los Angeles Angels,2,1.86,Tampa Bay Rays,4,2.01
569,19:05,Washington Nationals,8,2.53,New York Mets,3,1.56
570,16:10,San Diego Padres,5,1.63,Chicago Cubs,7,2.39
571,15:45,San Francisco Giants,7,1.48,Colorado Rockies,1,2.80
572,15:40,Arizona Diamondbacks,3,1.97,Miami Marlins,11,1.89
573,15:40,Seattle Mariners,2,1.69,Philadelphia Phillies,4,2.26
574,12:35,Cincinnati Reds,14,2.70,Milwaukee Brewers,11,1.50
575,12:35,New York Yankees,5,1.76,Toronto Blue Jays,3,2.17
576,20:10,Chicago White Sox,7,1.68,New York Yankees,15,2.26
577,20:05,Texas Rangers,3,1.70,Kansas City Royals,1,2.25
578,18:35,Pittsburgh Pirates,0,1.74,Cincinnati Reds,4,2.18
579,15:10,Minnesota Twins,0,2.17,Houston Astros,5,1.73
580,13:15,St.Louis Cardinals,2,1.50,Baltimore Orioles,3,2.73
581,13:10,Detroit Tigers,3,1.84,Oakland Athletics,5,2.04
582,13:10,Minnesota Twins,3,2.20,Houston Astros,11,1.77
583,13:05,Washington Nationals,1,2.34,New York Mets,4,1.65
584,20:05,Texas Rangers,2,1.75,Kansas City Royals,8,2.17
585,19:45,St.Louis Cardinals,10,1.45,Baltimore Orioles,1,2.91
586,19:20,Atlanta Braves,5,1.88,Boston Red Sox,3,1.99
587,19:10,Detroit Tigers,0,1.77,Oakland Athletics,9,2.14
588,19:07,Los Angeles Angels,2,1.86,Tampa Bay Rays,4,2.01
589,19:05,Washington Nationals,8,2.53,New York Mets,3,1.56
590,16:10,San Diego Padres,5,1.63,Chicago Cubs,7,2.39
591,15:45,San Francisco Giants,7,1.48,Colorado Rockies,1,2.80
592,15:40,Arizona Diamondbacks,3,1.97,Miami Marlins,11,1.89
593,15:40,Seattle Mariners,2,1.69,Philadelphia Phillies,4,2.26
594,12:35,Cincinnati Reds,14,2.70,Milwaukee Brewers,11,1.50
595,12:35,New York Yankees,5,1.76,Toronto Blue Jays,3,2.17
596,19:05,Baltimore Orioles,2,2.59,New York Yankees,6,1.54
597,18:40,Miami Marlins,8,1.54,Washington Nationals,2,2.61
598,18:40,Tampa Bay Rays,2,1.49,Detroit Tigers,3,2.74
599,19:08,St.Louis Cardinals,15,2.20,San Francisco Giants,6,1.72
600,16:10,Arizona Diamondbacks,2,1.80,Chicago Cubs,3,2.07
601,16:10,Los Angeles Dodgers,5,1.72,Philadelphia Phillies,4,2.21
602,16:07,Oakland Athletics,1,2.11,Los Angeles Angels,4,1.78
603,15:10,Colorado Rockies,7,1.71,Kansas City Royals,8,2.25
604,14:35,Texas Rangers,7,1.90,Boston Red Sox,1,1.97
605,14:10,Chicago White Sox,1,2.06,New York Yankees,5,1.81
606,14:10,Minnesota Twins,3,1.71,Cleveland Guardians,1,2.23
607,13:40,Detroit Tigers,5,1.72,Baltimore Orioles,1,2.21
608,13:40,Miami Marlins,3,2.49,Milwaukee Brewers,7,1.58
609,13:40,New York Mets,7,1.69,Seattle Mariners,8,2.25
610,13:40,Tampa Bay Rays,3,2.02,Toronto Blue Jays,0,1.85
611,13:35,Pittsburgh Pirates,1,1.67,Cincinnati Reds,0,2.29
612,13:35,Washington Nationals,0,2.67,Houston Astros,8,1.52
613,11:35,Atlanta Braves,3,1.82,San Diego Padres,7,2.08
614,22:10,Los Angeles Dodgers,3,1.53,Philadelphia Phillies,8,2.63
615,21:40,Oakland Athletics,1,2.47,Los Angeles Angels,9,1.59
616,19:05,Baltimore Orioles,2,2.59,New York Yankees,6,1.54
617,18:40,Miami Marlins,8,1.54,Washington Nationals,2,2.61
618,18:40,Tampa Bay Rays,2,1.49,Detroit Tigers,3,2.74
619,19:08,St.Louis Cardinals,15,2.20,San Francisco Giants,6,1.72
620,16:10,Arizona Diamondbacks,2,1.80,Chicago Cubs,3,2.07
621,16:10,Los Angeles Dodgers,5,1.72,Philadelphia Phillies,4,2.21
622,16:07,Oakland Athletics,1,2.11,Los Angeles Angels,4,1.78
623,15:10,Colorado Rockies,7,1.71,Kansas City Royals,8,2.25
624,14:35,Texas Rangers,7,1.90,Boston Red Sox,1,1.97
625,14:10,Chicago White Sox,1,2.06,New York Yankees,5,1.81
626,14:10,Minnesota Twins,3,1.71,Cleveland Guardians,1,2.23
627,13:40,Detroit Tigers,5,1.72,Baltimore Orioles,1,2.21
628,13:40,Miami Marlins,3,2.49,Milwaukee Brewers,7,1.58
629,13:40,New York Mets,7,1.69,Seattle Mariners,8,2.25
630,13:40,Tampa Bay Rays,3,2.02,Toronto Blue Jays,0,1.85
631,13:35,Pittsburgh Pirates,1,1.67,Cincinnati Reds,0,2.29
632,13:35,Washington Nationals,0,2.67,Houston Astros,8,1.52
633,11:35,Atlanta Braves,3,1.82,San Diego Padres,7,2.08
634,22:10,Los Angeles Dodgers,3,1.53,Philadelphia Phillies,8,2.63
635,21:40,Oakland Athletics,1,2.47,Los Angeles Angels,9,1.59
636,14:20,Chicago Cubs,6,1.70,Arizona Diamondbacks,10,2.23
637,20:10,Houston Astros,5,1.47,Texas Rangers,1,2.82
638,19:40,Chicago Cubs,1,1.82,Arizona Diamondbacks,3,2.06
639,19:10,Boston Red Sox,12,1.81,Seattle Mariners,6,2.07
640,14:10,Kansas City Royals,4,2.21,Chicago White Sox,7,1.71
641,13:10,Cleveland Guardians,2,1.76,Cincinnati Reds,4,2.14
642,13:10,New York Mets,7,1.53,St.Louis Cardinals,6,2.67
643,13:05,Philadelphia Phillies,0,1.95,San Diego Padres,2,1.91
644,12:35,Baltimore Orioles,9,2.72,New York Yankees,6,1.50
645,20:10,Kansas City Royals,6,2.29,Chicago White Sox,2,1.67
646,20:05,Texas Rangers,6,2.61,Los Angeles Angels,5,1.54
647,19:40,Chicago Cubs,2,1.62,Pittsburgh Pirates,3,2.40
648,19:10,New York Mets,11,1.46,St.Louis Cardinals,4,2.82
649,19:07,Toronto Blue Jays,1,1.42,Seattle Mariners,5,3.05
650,19:05,Baltimore Orioles,2,3.23,New York Yankees,3,1.38
651,18:45,Philadelphia Phillies,3,1.66,San Diego Padres,0,2.32
652,18:40,Miami Marlins,4,1.56,Washington Nationals,5,2.55
653,18:10,Boston Red Sox,5,2.14,Houston Astros,1,1.76
654,16:10,Los Angeles Dodgers,5,1.33,Arizona Diamondbacks,3,3.56
655,15:37,Oakland Athletics,4,2.44,Minnesota Twins,14,1.60
656,14:20,Chicago Cubs,6,1.70,Arizona Diamondbacks,10,2.23
657,20:10,Houston Astros,5,1.47,Texas Rangers,1,2.82
658,19:40,Chicago Cubs,1,1.82,Arizona Diamondbacks,3,2.06
659,19:10,Boston Red Sox,12,1.81,Seattle Mariners,6,2.07
660,14:10,Kansas City Royals,4,2.21,Chicago White Sox,7,1.71
661,13:10,Cleveland Guardians,2,1.76,Cincinnati Reds,4,2.14
662,13:10,New York Mets,7,1.53,St.Louis Cardinals,6,2.67
663,13:05,Philadelphia Phillies,0,1.95,San Diego Padres,2,1.91
664,12:35,Baltimore Orioles,9,2.72,New York Yankees,6,1.50
665,20:10,Kansas City Royals,6,2.29,Chicago White Sox,2,1.67
666,20:05,Texas Rangers,6,2.61,Los Angeles Angels,5,1.54
667,19:40,Chicago Cubs,2,1.62,Pittsburgh Pirates,3,2.40
668,19:10,New York Mets,11,1.46,St.Louis Cardinals,4,2.82
669,19:07,Toronto Blue Jays,1,1.42,Seattle Mariners,5,3.05
670,19:05,Baltimore Orioles,2,3.23,New York Yankees,3,1.38
671,18:45,Philadelphia Phillies,3,1.66,San Diego Padres,0,2.32
672,18:40,Miami Marlins,4,1.56,Washington Nationals,5,2.55
673,18:10,Boston Red Sox,5,2.14,Houston Astros,1,1.76
674,16:10,Los Angeles Dodgers,5,1.33,Arizona Diamondbacks,3,3.56
675,15:37,Oakland Athletics,4,2.44,Minnesota Twins,14,1.60
676,19:45,St.Louis Cardinals,7,1.86,Toronto Blue Jays,3,2.00
677,19:40,Minnesota Twins,5,1.46,Detroit Tigers,4,2.86
678,19:20,Atlanta Braves,3,2.08,Philadelphia Phillies,7,1.79
679,19:05,New York Yankees,4,1.34,Baltimore Orioles,6,3.46
680,19:05,Washington Nationals,1,2.88,Los Angeles Dodgers,10,1.45
681,18:40,Cincinnati Reds,4,2.10,Chicago Cubs,7,1.79
682,18:35,Pittsburgh Pirates,2,1.73,Colorado Rockies,1,2.18
683,19:08,New York Yankees,0,1.56,Chicago White Sox,5,2.47
684,16:07,Los Angeles Angels,4,1.49,Oakland Athletics,1,2.78
685,16:05,San Francisco Giants,1,1.71,San Diego Padres,10,2.22
686,15:10,Colorado Rockies,0,1.99,New York Mets,2,1.86
687,15:05,New York Yankees,1,1.62,Chicago White Sox,3,2.41
688,14:20,Chicago Cubs,5,1.76,Arizona Diamondbacks,4,2.15
689,14:10,Houston Astros,5,1.52,Texas Rangers,2,2.67
690,14:10,Kansas City Royals,6,1.88,Minnesota Twins,7,1.99
691,14:10,Milwaukee Brewers,2,1.41,Washington Nationals,8,3.12
692,13:40,Cleveland Guardians,2,1.53,Detroit Tigers,4,2.63
693,13:40,Miami Marlins,4,1.82,Atlanta Braves,3,2.05
694,13:37,Toronto Blue Jays,2,1.42,Cincinnati Reds,3,3.04
695,13:35,Baltimore Orioles,7,2.46,Tampa Bay Rays,6,1.59
696,19:45,St.Louis Cardinals,7,1.86,Toronto Blue Jays,3,2.00
697,19:40,Minnesota Twins,5,1.46,Detroit Tigers,4,2.86
698,19:20,Atlanta Braves,3,2.08,Philadelphia Phillies,7,1.79
699,19:05,New York Yankees,4,1.34,Baltimore Orioles,6,3.46
700,19:05,Washington Nationals,1,2.88,Los Angeles Dodgers,10,1.45
701,18:40,Cincinnati Reds,4,2.10,Chicago Cubs,7,1.79
702,18:35,Pittsburgh Pirates,2,1.73,Colorado Rockies,1,2.18
703,19:08,New York Yankees,0,1.56,Chicago White Sox,5,2.47
704,16:07,Los Angeles Angels,4,1.49,Oakland Athletics,1,2.78
705,16:05,San Francisco Giants,1,1.71,San Diego Padres,10,2.22
706,15:10,Colorado Rockies,0,1.99,New York Mets,2,1.86
707,15:05,New York Yankees,1,1.62,Chicago White Sox,3,2.41
708,14:20,Chicago Cubs,5,1.76,Arizona Diamondbacks,4,2.15
709,14:10,Houston Astros,5,1.52,Texas Rangers,2,2.67
710,14:10,Kansas City Royals,6,1.88,Minnesota Twins,7,1.99
711,14:10,Milwaukee Brewers,2,1.41,Washington Nationals,8,3.12
712,13:40,Cleveland Guardians,2,1.53,Detroit Tigers,4,2.63
713,13:40,Miami Marlins,4,1.82,Atlanta Braves,3,2.05
714,13:37,Toronto Blue Jays,2,1.42,Cincinnati Reds,3,3.04
715,13:35,Baltimore Orioles,7,2.46,Tampa Bay Rays,6,1.59
716,20:10,Minnesota Twins,10,1.55,Kansas City Royals,7,2.56
717,19:20,Atlanta Braves,6,1.70,Miami Marlins,4,2.23
718,19:10,Boston Red Sox,8,1.55,Baltimore Orioles,12,2.56
719,19:10,New York Mets,8,1.57,Philadelphia Phillies,6,2.49
720,19:10,Tampa Bay Rays,0,1.77,New York Yankees,2,2.12
721,18:40,Cincinnati Reds,5,2.81,San Francisco Giants,1,1.48
722,21:40,Arizona Diamondbacks,1,2.53,Los Angeles Dodgers,14,1.56
723,21:40,Oakland Athletics,1,1.87,Texas Rangers,4,2.00
724,21:38,Los Angeles Angels,3,1.60,Toronto Blue Jays,6,2.41
725,20:10,Chicago White Sox,7,2.10,Boston Red Sox,16,1.79
726,19:45,St.Louis Cardinals,3,1.84,Milwaukee Brewers,4,2.04
727,19:40,Minnesota Twins,2,1.54,Kansas City Royals,3,2.58
728,19:20,Atlanta Braves,1,1.99,Philadelphia Phillies,4,1.88
729,19:10,Detroit Tigers,4,1.75,Cleveland Guardians,3,2.13
730,19:05,Washington Nationals,7,1.91,Colorado Rockies,3,1.95
731,18:40,Tampa Bay Rays,2,2.02,New York Yankees,7,1.85
732,12:35,Cincinnati Reds,20,2.00,Chicago Cubs,5,1.88
733,21:38,Los Angeles Angels,2,1.57,Texas Rangers,7,2.50
734,20:10,Chicago White Sox,3,1.65,Boston Red Sox,1,2.33
735,20:10,Houston Astros,2,1.55,Cleveland Guardians,1,2.57
736,20:10,Minnesota Twins,10,1.55,Kansas City Royals,7,2.56
737,19:20,Atlanta Braves,6,1.70,Miami Marlins,4,2.23
738,19:10,Boston Red Sox,8,1.55,Baltimore Orioles,12,2.56
739,19:10,New York Mets,8,1.57,Philadelphia Phillies,6,2.49
740,19:10,Tampa Bay Rays,0,1.77,New York Yankees,2,2.12
741,18:40,Cincinnati Reds,5,2.81,San Francisco Giants,1,1.48
742,21:40,Arizona Diamondbacks,1,2.53,Los Angeles Dodgers,14,1.56
743,21:40,Oakland Athletics,1,1.87,Texas Rangers,4,2.00
744,21:38,Los Angeles Angels,3,1.60,Toronto Blue Jays,6,2.41
745,20:10,Chicago White Sox,7,2.10,Boston Red Sox,16,1.79
746,19:45,St.Louis Cardinals,3,1.84,Milwaukee Brewers,4,2.04
747,19:40,Minnesota Twins,2,1.54,Kansas City Royals,3,2.58
748,19:20,Atlanta Braves,1,1.99,Philadelphia Phillies,4,1.88
749,19:10,Detroit Tigers,4,1.75,Cleveland Guardians,3,2.13
750,19:05,Washington Nationals,7,1.91,Colorado Rockies,3,1.95
751,18:40,Tampa Bay Rays,2,2.02,New York Yankees,7,1.85
752,12:35,Cincinnati Reds,20,2.00,Chicago Cubs,5,1.88
753,21:38,Los Angeles Angels,2,1.57,Texas Rangers,7,2.50
754,20:10,Chicago White Sox,3,1.65,Boston Red Sox,1,2.33
755,20:10,Houston Astros,2,1.55,Cleveland Guardians,1,2.57
756,20:10,Arizona Diamondbacks,6,2.03,Atlanta Braves,2,1.83
757,20:05,Texas Rangers,9,2.22,Tampa Bay Rays,5,1.71
